discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
130d2410afaf,54CB8D1DFDD0,the electoral college it stores some of the weight in the political balance in that large state. ,Counterclaim,Adequate
3f59f19c2d8c,650A40BBAB6D,it was not made by aliens. ,Rebuttal,Adequate
0d1e519f6453,02A3E737A10F,Some kids just want to go home and relax a bit after doing work at school or some just want to play games to realest their stress of school. ,Claim,Adequate
878ae7dd8a93,3CB7F7FC1F29,That is a once in a lifetime opportunity. You don't get to travel to places for free very often. Luke Bomberger had the chance to go to many different countries and see many different things in those countries. ,Evidence,Adequate
ded8e4e28a6f,325B922888A7,"Stated in the article ""Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth"" the quote could teach us what not to do or we could end up near or similer to Venus. 
",Evidence,Adequate
8252f2b656bf,B9B653AD964E,"The principal decided that all students must participate in one extracurricular activity which includes sports, working on the yearbook, and serve on the student council. Do I agree or disagree with this. ",Lead,Adequate
2d4c44d34042,451D81265E8E,"No system is perfect, and the Electoral College is not exempt from this. ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"", Source 2, argues that a term called 'disaster factor', or the possibility of immenent disaster due to the Electoral College system, is why the Electoral College system should be abolished ",Counterclaim,Effective
ae49812ac9ed,254DB921E152,"The Challenge of Exploring Venus, Venus is called the ""Evening Star"" it's one of the brightest stars in the nigh sky. Venus is a planet its the second planet from the sun. The atmopshere of almost 97 percent carbon dioxide blankets Venus. NASA is tring other approaches to study Venus. Venus is a planet trying to be explored and studied. ",Lead,Adequate
d53fa254177c,37FC9DB2D1DB,it's their summer ,Claim,Adequate
9154e9b94986,FEFB6689114B,"""Making Mona Lisa Smile'',the author describes how a new technology called the Facial Action Coding System enables computer to identify human emotions. ",Lead,Adequate
ebb296446b0a,131614E5C301,you could to this to stop in increes of smog in our enviorment and even help with traffic jams. And without traffic jams eveyone is less stressed out and a lot more happier. ,Claim,Adequate
6a0b22e52036,254DB921E152,"The auther makes good pionts of why we should study this planet, to learn to expand our minds into space. ",Claim,Adequate
5fda565874fc,392CC0403D93,This being said cars help greatly reduce the gas fumes in greenhouses when they are banned and not being used ,Claim,Effective
fb65fe816ba3,007ACE74B050,"It says in paragraph 7, on April 5, 1998, Mars Global Surveyor flew over Cydonia for the first time. Michael Malin took a picture of Mars with his Orbiter Camera, that the face was a natural landform. ",Evidence,Adequate
1b8a4d5ce304,2FF49615D63E,it will keep students' brains actively working ,Claim,Effective
6a3c46bc327f,24AD94A6AB3E,It says in paragraph two that venus is drapped in clouds and that the un manned ships that have been send did not last more that 2 hours. ,Evidence,Adequate
bc3bed9f6995,0821EB1AEDED,"Projects also have a based way of learning, a way teachers think it's best for our generation to learn, but they are not our generation, they do not know what is best for us, they just think it; by allowing students to freely design their project, they can learn in their own ideal way. ",Claim,Effective
4664053eac75,35694DE1F9DE,"What is the reason why there is a face shape in Mars? No one know how it become a human face or if it a human face at all, and some think the reason behind it is that there are evidence showing live in Mars. ",Lead,Adequate
218bfd96197d,0168325D0E24,"Being in a car is how we transport ourselves to and from places. Now what would you do if you had to give up your car. Yes, some people didnt mind giving up their cars but not everyone would be ok with this. We have gotten so used to driving cars that i don't know what some people would do if they had to give up their means of transportation. Its also another factored that what if someone had to drive a long ways, it would take them even longer to get where they're going. Its a very serious topic when you think of how much time one person spends in a car. ",Lead,Adequate
e0a78c86e38f,197CEA0EF269,"Furthermore, students have responsibilities and activities during the summer that may cause a low quality project to emerge if they don't have much motivation. For example, students who compete in the school science fair do very well because designing your own project increases motivation for yielding a higher quality project. ",Evidence,Effective
8f5970bdcb96,3D9CBC4F434F,"Researcher cannot take samples of rock, gas, or anything else, from a distance, Venus would need to get uo close and personal ",Claim,Adequate
8e30a858c72b,7742D58270C9,"Everyday people die in car accidents because they use cell phones while driving. According to research cell phones are leading factors that cause accidents. Studies show that a cell phone put drivers at a four time greater risk of a crush. Despite of a danger, people still use cell phones because they want to be always available and keep in touch with other people. Also, they think that hand-free set is safe because they can drive using two hands. Moreover, they use arguments that cell phones are necessary in emergency situations. ",Lead,Effective
bfc1b5875017,1136D95D28E7,But others think it takes too much time away from what they need or want to do . ,Counterclaim,Adequate
73843633f9cc,2FF49615D63E,"Summer assignments should not be seen as a waste of time, but something that helps the individual continue to educate, prepare, and reflect on their own learning. As a teenager in high school, the addition resources assigned are drastically helpful. They limit worry, stress, and over all forgetfulness. This is all given when the project is teacher-designed because it ensures that what is being done is beneficial for the upcoming year. Teachers keep in mind that it's not what one does with the work provided but what they make of it. The projects teachers create, test the capabilities of the individual and their ability to apply this knowledge. All in which is important for a successful student. ",Concluding Statement,Effective
2c7e7085c49b,CAE7D71D66A3,"There are mostly benefits when it comes to having this addition to the schools policy, it would be a very smart thing to put in place. From making new friends, to doing better in school and later on in life, the schools fresh and more positive environment will be full of hardworking and high striving students. The involvement in organizations has a lot bigger of an impact than you think. ",Concluding Statement,Effective
80be454d3335,360DAF43CFF9,"On the planet's surface, temperatures average over 800 degrees Fahrenheit, and the atmospheric pressure is 90 time greater than what we experience on our own planet."" ",Evidence,Adequate
9e0c52183e69,928548A07586,"One downside is that it can give out a students business and if like a student is sad, it can become a joke to the other students and make that student even more sad. ",Counterclaim,Adequate
ccf62ccc679f,5D01CC697BFA,In 1976 pictures where taken of Mars with the Viking 1 spacecraft from NASA. We have dicovered that the pictures look like a face on Mars. ,Lead,Adequate
dd5cc423f664,D0733E25A2C7,"Maybe staying after school could help increase students self-confidence, make new friends, or increase their mental health. ",Counterclaim,Adequate
f87d093c12fc,6ED32B9136F8,you should join ,Position,Adequate
dfca6c1fdf7a,28E2327785FC,"In today's day and age, we are privileged to have the ability to drive vehicles anywhere that we please. The use of technology gave us the responsibility of driving. With that being said the responsibility of driving is very important because you're not only putting your life at risk, but also other drivers on the road. There can be many distractions while you are driving which can cause you to wreck and be seriously injured from it. One of the biggest distractions in today's age is the use of cellphones. With the improvements made to technology, you can use cellphones anywhere on the road, which causes it to be the number one distraction. ",Lead,Effective
3ea6d0e8854b,60C439A28A94,"But, immersing them in an environment that encourages social interaction would be a more ideal situation as they would be able to learn how to overcome their anxiety; there are more effective, and less drastic measures that can be taken to help a student with social anxiety as opposed to taking them out of the classroom setting altogether and replacing them with online settings. 
",Rebuttal,Effective
53a046bd0e80,A4FBD7A27089,"Summer projects should be student-designed, ",Position,Adequate
bc81b6dd85c5,41E45EFE43AA,"Summer projects, involving schools, should be teacher-designed in order to optimize students's learning. ",Position,Effective
3f476073b839,1ADE56C19ACC,If that person sound like he or she got a additon (come back) that mean that person is in a bad mood and don't want to talk at that time . A computer wouldn't even know he or she in a good mood or not by the way they talk. Another good reason why it's not valuable. ,Evidence,Adequate
b32eff5f0dfe,415672DB1873,i would really perfume we do have our cells phone in school. and i am not just saying this b. cause i am a teenage and i am a student in SCHOOL_NAME ,Rebuttal,Adequate
aea34c4b77ea,B51E027B51AF,"this is just a natural landform created on Mars. 
",Position,Adequate
4fea16dff3a4,827472D8F8A9,"In conclusion, the image of the Face was just a myth and I will never say it was created by aliens. Aliens aren't even real, that hasn't benn confirmed or said. Not one scientist has said that they have seen a living creature on any planet walking or doing anything. These were just rumors and it can be said as a myth if people want. Based on these reasons, I believe the Face is just a natural landform on Mars.    ",Concluding Statement,Adequate
ac170c3deb1c,ED1EFE97C40F,"but those can easily be made up, and if need be, those classes can remain physical if thats what the school board needs, or what the students need to meet the graduation requirements. Again, its not that much different than regular schooling. ",Rebuttal,Effective
d466b2ca2efb,39AF0292F9B3,"Also, in many schools students usually find the learning material to be sub par or boring in many cases. However with the aid of this technology ""a classroom computer could recognize when a student is becoming confused or bored"" (paragraph 6). If a teacher was able to pin point when exactly a lesson becomes boring it would majorly help with being able to reconstruct it as well ",Evidence,Effective
3f1155e3369a,04B4209D8A34,"If you are generally a shy person then a club or sports team will help you meet new people. For instance, if you get on a sports team you and your team will become one big family. You all will work together during games which will create a bond. Another example is if you join an art club you will have something to talk about because you both will like art. Sometimes it can be hard to open up to people and make friends but trust me doing an activity will help that tremendously. When I first joined JV soccer I was really intimidated by all the big kids, but then I talked to them and they seemed really nice and talked to me. This goes to show that extracurricular activities can help you make friends that you would of never made if you didn't join that club. ",Evidence,Effective
399d2e34875c,3B59052B8DAF,"I say this because what if a kid is having a bad day in the class room and you read their emotions or even thoughts, it can be very rude. An example would be what if some kid was aving some hard times at home before they went to school and they're thinking about what happened the night before they went to school or what will happen to them when they go home from school. ",Evidence,Adequate
3221596b1dc5,1CF95A009AE5,"Nearly 390,000 injuries occur each year from accidents caused by texting while driving. 1 out of 4 accidents are caused in the united states by texting and driving. 
",Evidence,Adequate
31c6d34bbb45,E313B4A45475,"Clearly, this technology should be banned because it is not used correclty and every person who uses it is, it's using it too much and that's not how it works. ",Concluding Statement,Adequate
44c37eec0044,94E1D46A0544,The principle wants all students to take at least one extracurricular activity I agree with the principle ,Position,Adequate
f9dc906ed7e3,672B0070EEE9,"The author of this essay suggests that they definately know Venus and have done their research on this topic before. There is quite a bit of information in there to handle all at face value, percentages and dates gallore. ",Lead,Adequate
4c332ec093b1,DC02852088A0,"Sure, it may be alright to walk whenever you may feel to ",Counterclaim,Adequate
d43dfbf0f031,4CBB994F69F3,It is much more enjoyable to have the freedom to explore individually. This freedom allows individuals to reach their full potential. ,Lead,Adequate
d9d9758583d1,44442D65C858,Can you tell if someone is happy or sad? ,Lead,Adequate
a1e703947c2a,57B41EC7CB9A,"The electoral college is widely looked at as a person, a non-democratic way of selecting a U.S president that is going to be overruled by saying the canidate who recieves the most popular votes is the winner ",Counterclaim,Adequate
d45a33cc66df,95A6F680F078,but that doesnt mean that in alls it is ,Rebuttal,Adequate
9fc4772feb45,32D94C1BA4A5,"When someone rides in your vehicle, whether its a friend or your child, you are responsible for them. By using your phone at the wheel, you put both you and your passengers at risk of injury or even death. You also put the strangers driving beside you at risk. Texting and driving doesn't just risk you. Most fatal car crashes involve more than one car. If you don't want to live with the fact that you hurt someone you love or even just a stranger, using your phone while driving shouldn't be an option. ",Evidence,Adequate
6c66de01c4d3,0DDCAFAEA487,In the article it talks about a facon mars that has appeared on Viking 1 while looking for a place to land. ,Lead,Adequate
f585da8b7681,53653D0A6CBD,"The cons of being a part of Seagoing Cowboys Program is you have to work very hard , you have to do your part . Anthother thing if you get seasick it would be extra challenging , because your on a boat for serval mothes and weeks at a time ",Counterclaim,Adequate
d39547c43831,375EFDE3B08A,The advances of limiting car usage is not only helping the communtity but also yourself ,Position,Adequate
4e9ddf38808b,1E85D46252A4,Some people would say is sending that 1 small text important that causing your life or that other person life ,Counterclaim,Adequate
16d353f09011,878BE2C1F6FB,Cell phones one of the most important technology in today world since cells phones have been created almost no one can do without them. Phones are so important to us that we need them in case of emergency. family or friends that are away from us or international from a different county. we all known that driving is one of the number one cause of death. ,Lead,Adequate
71e3523e420e,19C571180C49,"Some may argue that it is the teacher job to prepare the students, and create summer assignments to reflect the year, ",Counterclaim,Effective
177820ac2021,8058E20D84BF,"Teachers could say, ""These projects are simple, your just reading a book and answering easy questions."" What if some students can't actually read? What if some students just aren't good with English in general? ",Counterclaim,Effective
8e01080ba55d,2B1C42B1F534,Would you keep the Electoral College how it is or would you keep it? ,Lead,Adequate
f5b84877fb4d,CF1345B5E224,People do not understand what effects cars are having on the world but hopefully them will before this issues go even farther. With cars creating greenhouse gases that are destroying the atmosphere in large sections of are planet. But places such as paris have been finally trying to make a differences and put a partial ban on cars. and one of the best ways could be to make cities and suburbs more compact. Hopefully now you have taken something away from this.         ,Concluding Statement,Adequate
4986cdb419aa,16EAB34FDC87,"With recent generations of learners displaying less and less focus throughout the years, some might to disprove the effectiveness of student based projects. ""Given full control over the projects parameters,"" one might claim, ""students will become far too focused on obsolete details like font, backgrounds, and pictures."" Someone who might hold this point of view believes a hands-off approach from teachers will only result in lower quality work and declining focus on the course material. ",Counterclaim,Effective
7fe41fb45edf,231FDA202B25,The author expresses his support for the innovation NASA invented. The author thinks that this the object of the future. ,Claim,Adequate
b1cee69b8595,3D303A57E7A4,entertain themselves while impacting the school as well as the community. ,Claim,Effective
bb96459671b6,9DADB9F1BFFB,With today's technology we are able to see that it's just another landform on Mars. ,Position,Adequate
97c47906c269,2C0023E82D72,"Some like to argue that online school gives students more freedom to explore new topics, ",Counterclaim,Adequate
034aaa8dbe3a,1EA525C7EBF3,"Look at it this way, if there werent any cars anymore we would be walking all the time. Which would leed to bad joint pain and expensive doctor bills. ",Claim,Adequate
0a47c44a8ea9,4DB817B0DE25,"As time progresses, so do classroom education and the technological innovations applied to it. While teachers search for helpful methods to engage their pupils in education, the world of science develops more and more inventions, such as the Facial Action Coding System, to improve standards of living ",Lead,Effective
aceb7a7acec1,F2B86853339B,Growing up in the more modern times I see many things that would seem almost impossible to someone not born in this time. Cars are becoming more advanced than ever. ,Lead,Adequate
4c1209daa1c7,1497D777FE12,Teachers should design the summer projects rather than students ,Position,Adequate
86c348000711,3C0AD7817D49,"Also the Author says that the Facial Action Coding System computers can Deteced when you are happy or when you are sad.

In Paragraph 4 it says that each expression is compared against a neutral face showing no emotion. Also it says that it can scan movements in a real face or in the the painted face of Mona Lisa. Plus it can be used for a video as well that show a new emotion with the software. ",Evidence,Adequate
adddd291d4d0,9.46E+11,but they could also fail at any time and turn into a bad situation. ,Rebuttal,Effective
2dcdb082e91b,4AE962B7BDAA,"In the article it states that ""we humans perform this same impressive ""calculations"" everyday"" when actually you just sense it or study their face to see which emotion you can see through their eyes or facial expressions ",Evidence,Adequate
623829ec32e3,2912B4A5D526,I'm writing you this letter to address and give you my opinion onthe argument about keeping the clectoral college or changing to election by popular vote fhor the president of the United States. ,Lead,Adequate
d0fb46a6c21f,144FB09B0949,The author made really good points about why we should study Venus despite the dangers that it may hold. ,Claim,Adequate
927af62d043a,4C51280DE2A8,"According to the text it states,""New high-resolution images and 3D altimetry from NASA's Mars Global Survey spacecraft reveal the Face on Mars for what it really is: A mesa."" Well, the Face of Mars does indeed exist but there is not any proof that there was life on Mars once because it seems impossible. ",Position,Adequate
a87d6087b8a5,231FDA202B25,"such as ""Our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" ",Evidence,Adequate
2f84ccbc7738,BF070C66EE96,"There is alot of advantages to limiting cars. Is there disadvantages? Yes, there is, but limiting cars can also be dangerous, well because the Law Enforcements needs cars and so does the Fire Department or even hospitals. The Law Enforement needs cars to catch criminals faster, and the Fire Departments need cars so they can save us from fires and to save cats from trees, how do they even climb up there? who knows, and the hospital needs them to save patients or to get them to the hospital faster so doctors can save them, ",Lead,Adequate
a6696f10dc36,0BB223A348F6,"let students gain leadership skills, ",Claim,Effective
a8e0f31ed98d,26E218908B4C,"for they allow students to take initiative in their learning, ",Claim,Adequate
dba6593d1a71,76537E8BFF12,"its good for states like Texas, California, and New york. ",Counterclaim,Adequate
e5422660158d,2A52459E72AD,"""Ugh, I wish that I could just stay home and attend my classes online without having to leave home,"" I say to myself at least eight million times during the school day; taking a moment to think about it, I thought maybe this would be beneficial. Today we live in a society in which students attend classes on a daily basis, some who walk across the street to attend class, some who have at least an hour commute to attend class everyday, and some who take online courses, which is very beneficial ",Lead,Effective
780b4c380147,2F5B4EFC880B,There are also people who think aliens created it. They think this because it really isn't an everyday think to see a landform that resembles a face. ,Counterclaim,Adequate
816cefa9990e,722E19E62C10,He still thought the marsians made the formation of the face. ,Counterclaim,Adequate
1794d4570a69,6D1FB567121E,"To contrast, many people would say that having student-designed projects would allow students to not work as hard as they would if they had teacher-designed projects ",Counterclaim,Effective
d7440555ff07,6A7C43E28A55,"Us scientist had describe the icon which resembles a human head . its formed bve shawdows giving the illusion of eyes, nose and a mouth. This have attracted alot of people attention to Mars. ",Rebuttal,Adequate
3d9831e571ff,E05ACF2DFCB8,some parents and teachers say alllowing the students to design their own project is care less and they will make horrible choices. ,Counterclaim,Adequate
ac7a23e82711,3BA0E26A657F,Then again some people would think that its weird to have a computer watching your face 24/7 ,Counterclaim,Adequate
9c61280b877d,04D653441263,"However, my question is ""Do these outlets reach out and succeeded to out way the bullying and stress of a normal public school?""

because the answer is ""No."". ",Rebuttal,Effective
c281cb29ef81,3F949C10F639,What the author is getting to is that when we finally figure out how to get to Venus this could help us get to other planets as well. That is why I think that the author wants us to study Venus. ,Position,Effective
629bc471828f,EA9FCAE3C575,"A planet that is toasty at 170 degrees Fahrenheit, air pressure clos to sea level on Earth, Venus is the most interesting planet in the solar system ",Lead,Adequate
825468a9c6c2,13AF1E268C99,but many of the greatest epidemics of the twenty-first century have been due to the proliferation of disease by child and adolescent carriers. ,Rebuttal,Effective
8714250fb9f1,A49E1A5FA91B,"it doesnt at all, for you are not choosing which presidential candidate to vote for, you are voting for someone else to vote for the president who might not always stay true to their word and vote for a different candidate. ",Rebuttal,Effective
6ddb9071d916,0B606C33AC4D,"Is it gonna make us get lower in obesity, make the streets safer, and stop the pollution of the air? Getting rid of cars will decrease a lot of issues that we have in the world today, so getting rid of or decreasing the car-usage is a positive, not a negative.    ",Concluding Statement,Adequate
a165afa5eb16,20D57DEC3EF5,"I think using a Facial Action Coding Systemin the classroom to identify the emotions of students is not okay, ",Position,Adequate
9f22b8367cbf,6454763B703F,"The summer preceding eleventh grade was by far my most memorable summer for an atypical reason - the summer assignment. This summer assignment, unlike any others, was student-designed. In the same summer I had multiple other summer assignments: annotating a textbook, completing a packet of math problems, and even writing an eight page essay! However, my wise AP Biology teacher decided to deviate from the norm by assigning a student-designed summer project. This project only had one rule: it had to relate to any part of the curriculum. To this day, I can vividly recall details about my project, its relevance to the curriculum, and the biology concepts covered throughout the project. Although many teachers around the globe have difficulties determining whether teacher created or student created summer projects are more beneficial, ",Lead,Effective
0e95f04a383e,BFDD411D610F,"Cars are manufactured. They were designed to be put on this earth and be used by responsible drivers. Having no cars as a safeguarded transportable vehicle is like having your dices tossed on the dirt and you can't predict what you have. It's not define as smart decisions, this is considered by opinions. Individuals have dissimilar opinions on driving, whether it is dangerous to get behind the wheel or that it should be outlawed. ",Lead,Adequate
6be128fcc0da,F9FFECDE9A53,"In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify humans emotions to see humans' reactions while they are using their computers. Computers can recognize emotions by the way you look, and it is allow to the computers to understand your feelings, and to change the topic because they used this technology to see Mona Lisa's emotions. ""The process begins when the computer constructs a 3-D computer model on the face; all 44 major muscles in the model must move like human muscles."" When technology developed they started their project with a 3-D computer. 
",Lead,Adequate
4baf66d92d2a,1F07CBB60940,"electronics made of silicon carbride have been tested"" this is one way they are trying to advacne technology to be able to study Venus. The scientist would taker such a risk to because NASA is inhancing their technology. NASA is even building "" mechanical computers"" which was important to World War 2 becasue of the calculations it made. If this computer made calculations for the war then it would probably have a lot of effect to the scientist on exploring Venus. ",Evidence,Adequate
1ed2e15cd4f6,0D220BA8BA23,It can be also used for bullying to see why kids are quiet and scared. ,Evidence,Adequate
1350bb7f01ed,6FAA9368824D,I think this is a fantastic way ,Position,Adequate
8b426111f23b,15C47E28278D,if this technology was used in schools teachers might actually have a chance at doing there jobs which they need to get better soon. ,Claim,Adequate
5b82795d25ea,1CF149052D11,A test with one chief purpose: to display one's complete knowledge and understanding of the class they have partaken in for the past year. ,Claim,Effective
0b0edc4578f3,89FC42E46703,Unfortunately many therorist now say that the face was undeniable proof of alien life! ,Counterclaim,Adequate
27d64378f857,87A3A28A5EB8,Me myself agreed with this decision ,Position,Adequate
b0ccfc839a47,3B20A3B52316,"However, the decrease in the amount of problems and page length will only urge students to complete the packet instead of copying. 
",Rebuttal,Adequate
2370082e63ea,900A879708F0,I agree cheating is inevitable in any educational circumstances ,Counterclaim,Adequate
5249282ce242,130F9B6DCCF9,Students can not give themselves the material needed to pass and some students could give themselves projects that are under the expected requirements of the teacher. ,Evidence,Adequate
14d145b4d7a7,7E0264CD0ADF,"Source 3 attempts to discredit this claim, aguing, ""Voters in toss-up states are more likely to pay close attention to the campaign..."" ",Counterclaim,Effective
e4642b9eb4e0,7C057FA3B1CA,Many people don't like the fact of the Electoral College because they feel that their vote doesn't count ,Counterclaim,Adequate
038f59840985,CD7714C1464D,I can honestly say it a cause for people to lose their life because I've been involved. My grandmother was talking on the phone it was a self-hand just to end and answer the phone that lil second caused an accident she hit someone from the back don't never think you have the sense to avoid an accident well you don't.   ,Concluding Statement,Adequate
b6c331dd8814,15A4F9A6C915,Nasa is doing this so They don't have to got on Venus in person instead they are using a robot to gather information baout Venus. ,Evidence,Adequate
947717d8a302,B28B37BFCC03,"they don't think about others, they think only for themselves. And that can lead to a life of crime, with selfish desires for what others have. ",Rebuttal,Adequate
6ee32d2a959a,AF66DEECF5A6,"Their plans are to use a blimp-like vehicle that will withstand the great amount of pressure and heat. It will fly thirty miles above the Venusian landscape, avoiding any ground conditions that would do them harm. It would still be 170 degrees F., but they would have an abundance of solar energy, and the radiation woud not exceed Earth levels. ",Counterclaim,Adequate
9dce6a4b5745,D34054ADD2FB,"This notion is simply a fabrication in order to make the Electoral College seem as if it causes America to be more informed, because there would be no need for residents of specific states to pay closer attention to candidates than residents of others if a direct election were to take place. The Electoral College does not properly reflect the desire of the nation's population, and thus should be replaced. ",Rebuttal,Effective
62b493dbba69,086603D5B319,"if the principal forced students to do extracurricular activities, it would make students more stressed out then they should be. If students don't like the activity they have to do, why do they have to take that activity? The poor students wouldn't have time to breath, and go home. Students relaxing time would be school time, so which one do you choose? Forcing students to live under school, or allow students to have their own life after school, with no consequences.  ",Concluding Statement,Adequate
3f07549b2101,3B20A3B52316,"Summer projects need a change and can be by students, ",Position,Effective
b008e96d8ccb,19C2D7C5171D,This might be a good way to help stop school shootings ,Claim,Adequate
422aa2edc024,89FC42E46703,NASA decided that better photoes were requiered to qwell theas rummors. ,Rebuttal,Adequate
2308303cbe2d,B4025ED10B7E,But two decades later (give or take two years) another picture was taken and to more and more people thought it was a face. ,Counterclaim,Adequate
9a33f517d087,325B922888A7,The last reason would be to learn safe ways to stay on planets simular to Venus ,Claim,Adequate
de9f87b81822,1A5D1D1C4F14,"While humanity is doing just fine with how we use cars now,driverless cars are apart of our not too distant future. Personally,I'm neutral in this argument but if this new way of using our vehicles advances our humanity I'm all for it. People these days are reckless when it comes to driving and so maybe a car that does the driving will in a way stop all the accidents and reckless driving. ",Lead,Adequate
f9213f229f8f,2B682084579E,"When a teacher assigns you a project, it has more than likely been executed in the past. for that reason, it will undoubtedly make researching for the project go a lot smoother than it would if you are researching something that has never been done. During the summer break, students are busy playing video games, relaxing at the beach, and hanging out with friends, with that being said it will be less stressful to just carry out a project you have been assigned, instead of having to spend time brainstorming. Not only do you have to discover the project in general from scratch when doing a student-designed project, but you have ponder about how you are going to conduct the project itself, and this process can take days off of students precious summer break. ",Evidence,Effective
e96f34ab13c0,32E2949B0C66,Also it will give kids a chance to have fun ,Claim,Adequate
2e07405c3426,46607966C5C2,This kind of a technology has many good and positive effects attached to it. ,Position,Adequate
f4cc7b815ca8,38EB926DE7F0,we could find out more about these dangers and how to defeat them. They set out on a mission to simulate the chaos of Venus's surface and it was able to last three weeks. ,Evidence,Adequate
9ab75903cb76,8212DA6D0656,"I am going to be telling you why this is just a natural landform on Mars. 
",Position,Adequate
0013cc385424,007ACE74B050,"Hi, i'm Isaac, i'm going to be writing about how this face on Mars is a natural landform or if there is life on Mars that made it. The story is about how NASA took a picture of Mars and a face was seen on the planet. NASA doesn't know if the landform was created by life on Mars, or if it is just a natural landform. ",Lead,Adequate
8207fb1c1195,738E215A237A,"Although I argue so. The people living in the country or city has the equal amount of chance to be heared and be represented by talented, intelligent,and trustworthy people. ",Rebuttal,Adequate
efa3c72aafb4,65AE2F1BF718,"Although the author referred to the study being beneficial to man's sense of imagination and innovation, ",Counterclaim,Effective
a7849caecc1e,70B6F3CF220A,"but with time, things change, and just because we've used something for a long time, doesn't mean we shouldn't upgrade. ",Rebuttal,Effective
de1ec5b18a04,0B87B0B3278C,"If we can somehow develop the technology to last in Venus like conditions wouldn't it be worth it to see what mysteries it holds. We have the technology at our fingertips, all we have to do is put in the time and effort to get to Venus.     ",Concluding Statement,Adequate
bf7f585b3965,FA20F1758F03,"Who wouldnt want to have a car? Thats a reason we get from desination A to destination B. Vauban, Germany they are gicing up their cars, like why would you give a object that gets you places faster than walking. ",Lead,Adequate
b9ee653bd06a,E60A91172B20,"The Seagoing Cowboys program is a program for helping others. To sum marize the reasons. The program helps with people in need, the program goes around the world, and the program helps with livestock and supplies. Luke did a great thing to help with the world. ",Concluding Statement,Adequate
c32d4dfa532e,6DFB980B835D,These assignment's should very well be student-assigned. ,Position,Adequate
9b5570fda4d5,07ECEB4E4BE1,Though Venus is concidered the twin to earth it has many diffrent features making it dangerous for scientist to explore the planet. One of these extreme dangers is the diffrence in climate as said in the article Venus reaches upwards of 800 degrees Fahrenheit easily melting most metals making it hard to recieve samples from the planet. ,Evidence,Adequate
ee8393fc005b,296D2E892341,"In the passage it says "" It looks like something that aliens made"". Like I said some people think its from aliens ",Counterclaim,Adequate
e74fcac92412,0557D6B9B3E5,The author couldn't be any better in this story on why even with it's dangers we on earth should venture out and see what Venus is all about. Giving us multiplie reasons why we need to find a way to get someone (or something) over there as soon as possible ,Position,Adequate
df4050e115ac,0D91FC8A9FE7,"For students, summer projects can feel like a lot, summer break is supposed to be filled with fun times and vacations while projects are almost the exact opposite. Removing summer projects all together isnt an option, ",Lead,Effective
b42613ba3a94,77E95471DE20,The third reason is the student not doing the program at all. ,Counterclaim,Adequate
8f8861387e22,05BA34E2D72A,"which is totally understandable, but the circumstances of the benefits from taking online or traditional classes still apply. ",Rebuttal,Adequate
47091c9daa77,0EEE131E57EC,"My friend Don Reist invited me on a trip to Europe on a cattle boat in 1945, and that is when it all began. You should participate in the sea cowboys program because it is a great way to see sites, go traveling and make new friends. I have been to many different countries like Europe, Greece, China, Italy, and Crete! ",Evidence,Adequate
e28bfb387128,426D179A5178,"In the US many people use different methods to get around. They walk, take a bus, but many use some sort of automobile. All these ways are very efficent but have you ever thought of maybe the outcomes of what cars do to the planet we live on? ",Lead,Adequate
99bfb7a4850f,1A5D1D1C4F14,drivers are still needed in certain situations. What's the point of driverless cars if there's still a need for a driver. ,Counterclaim,Adequate
9.02E+14,F9E6665D7693,i get why some people dont tell their real feelings because they might not want them to see them down. ,Counterclaim,Adequate
d136daf54b0e,B867F487B9F3,"a life without cars might be a life worth living since it contributes to a stress-free society, a healthy environment, and an acceptance of other means of transportation. By relying less on cars, people can eliminate the variety of negative impacts on the world. The Earth can become a happier, cleaner, and more accepting place with a dead engine.    ",Concluding Statement,Effective
be7bbe7ba0dd,40A475C95D6B,The face on Mars is a natural landform. ,Position,Adequate
c63b80afba06,56CE93447F80,"The electoral college is widely regarded as an anachronism, a non-democratic method of selecting a president that ought to be [overruled] by delcaring the candidate who receives the most popular votes the winner. ",Counterclaim,Adequate
f4277a5169d7,0F3F6283B13B,"After scientists did a little research on their own, ""The Face"" turned out to actually be a messa that is common around the american west. ",Claim,Effective
d7403eafc210,3F8C6F9EBDEB,"When I was a little boy,helping out on my aunt Katie's farm had prepared me for hard work,but not from the dangers at sea. ",Claim,Adequate
647da4e73a92,CD9B8F75E2EE,During the 1700's the world did not have transportation like we do now. They had to ride on horses and walk to where they needed to go. Now all we depend on is driving where we need to go. Its hurting our world and the people around who are around it. ,Lead,Adequate
e41022219378,61607C674FA3,"The potential of this technology is huge, as it could be used to improve every student's life, both inside and outside of school. If schools were to have the ability to help students with any material they don't understand the first time and asist them in coping with or eliminating stress, it would make the experience of going to school much more enjoyable. This would motivate students to do their best to be successful in school, which would drastically improve their life, as well as society in general. If all schools manage to overcome the technical and monetary difficulties of implementing FACS in teaching, it would benefit everybody in many ways. ",Concluding Statement,Effective
